product_link,product_name,product_currency,product_price,product_description
https://lab401.com/products/icopy-x,ICopy-XS,EUR,375.00,"Introduction Lab401 is the exclusive distributor for the iCopy-X in Europe and Oceania. The ICopy-X is designed to meet the daily needs of Pentesters and security researchers - easily and rapidly clone RFID badges while in the field. Built around the powerful Proxmark 3, the ICopy-X is a portable device specialised in "
https://lab401.com/products/uhfkill,UHFKill,EUR,"1,495.00","Introduction Traditionally used for inventory tracking, UHF RFID tags are highly common. Their long-distance read-range and decreasing chip cost has led to tags being used in practically every type of product, whether embedded in a product during production, or applied during retail phase. The ubiquitous nature of UHF "
https://lab401.com/products/hydranfc,HydraNFC,EUR,110.00,"Introduction The HydraNFC is an incredibly powerful and flexible 13.56MHz NFC sniffing/reading/writing/emulating platform for 13.56MHz tags. The Hydra NFC is less expensive, more powerful/extensible than Proxmark3 Hardware and does not require an FPGA (all is done by the MCU Cortex M4F@168MHz with the help of HydraBus "
https://lab401.com/products/chameleon-ultra,Chameleon Ultra,EUR,129.00,"The Chameleon Ultra is the ultimate RFID emulation device : Low and high-frequency emulation, full read &amp; write capabilities, bleeding-edge cracking, wireless control : all wrapped up in a key-chain sized, fully open-source."
https://lab401.com/products/rtl-sdr,RTL-SDR,EUR,19.99,"Introduction The RTL-SDR is the device that unintentionally delivered SDR, or 'Software Defined Radio' to the general public. Designed as a compact TV/FM/DAB tuning device, its chipsets, the RTL2832U and R820T give the device a vast operating frequency range (24 - 1750MHz). Its budget cost, compact footprint and compat"
https://lab401.com/products/bladerf-sdr-2-micro-xa4,Blade RF 2.0 Micro xA4,EUR,649.00,"Introduction The Blade RF 2.0 Micro xA4 is the undisputed SDR champion, boasting unmatched frequency range, huge bandwidth, OpenBTS Support, incredible on-board processing capacity backed with full software support."
https://lab401.com/products/hackrf-one,HackRF One,EUR,305.00,"Introduction When the HackRF One launched in 2014, it completely redefined the pentest/hacker community: an completely affordable, hugely capable, open-source device that allowed anyone to receive, decode, modify, replay and transmit any signal from 1MHz to 6GHz. The HackRF One's hardware is often refreshed. Lab401 sto"
https://lab401.com/products/rebadge-enterprise,Rebadge Enterprise,EUR,3500.0,"Comprehensive automated RFID reading, cracking, duplication and analysis.The Entreprise Edition is specifically optimised for verified pentesting and security firms, and is currently used in over 15 countries world-wide.High-Frequency Keys can also be stored and shared via USB drive.All orders are securely packaged. Premium and Express orders are further protected in an untearable polyurethane satchel, ensuring that your package is not tampered with during delivery."
https://lab401.com/products/icopy-x-basic-tag-pack,iCopy-X Basic Tag Pack,EUR,19.95,"Official iCopy-X Basic Tag Pack. Pack contains: • MIFARE 1K 4-Byte ◦ 4x Magic Cards (""Gen1"") ◦ 4x Direct Write Cards (""Gen2"") ◦ 4x One-Time-Write Cards (""Gen2a"") • Low Frequency ◦ 4x T5577 Cards Cards are delivered without printing / white."
https://lab401.com/products/portapack-for-hackrf-one,PortaPack for HackRF One,EUR,199.00,"Important note: The Official PortaPack has been discontinued due to critical component shortages. This page will be updated if the product becomes available again. Introduction The HackRF One redefined the pentest/hacker community as a completely affordable, hugely capable, open-source SDR device. The PortaPack for the"
https://lab401.com/products/icopy-x-advanced-tag-pack,iCopy-X Advanced Tag Pack,EUR,189.95,"Official iCopy-X Advanced Tag Pack. Pack contains: • MIFARE Classic® Compatible 1K 4-Byte Blank Tag ◦ 2x Magic Cards (""Gen1"") Blank Tags ◦ 1x Direct Write Cards (""Gen2"") Blank Tag ◦ 1x One-Time-Write Cards (""Gen2a"") Blank Tag • 1x MIFARE Classic® Compatible 1K 7-Byte Blank Tag• 1x MIFARE Classic® Compatible 4K 4-Byte B"
https://lab401.com/products/tiny-rfid-detector,Tiny RFID Detector (x5),EUR,9.95,"Introduction Impossibly tiny, these multi-purpose RFID stickers not only detect High Frequency (13.56MHz) fields, but also come in different colors. Designed to be stuck on fingernails or devices, these tags are highly covert and versatile. These tags have multiple uses - whatever your industry: Pentesting: Perform rap"
https://lab401.com/products/125khz-t5577-keyfobs-pack-of-5,125KHz T5577 Keyfobs - Pack of 5,EUR,12.99,"125KHz T5577 Keyfobs - Pack of 5 Need to make perfect clones for your 125KHz tags? Our T5577 tags are the solution. Please note: Sold in a pack of 5 Unlike 13.56MHz RFID chipsets, 125KHz are much less standardised. It is common to encounter several different data rates with multiple modulation types. Duplicating 125KHz"
https://lab401.com/products/multi-rfid-keyfob,Multi-RFID Keyfob,EUR,39.00,"Introduction The Multi-RFID keyfob is an ingenious low-tech, low-cost solution to ensure you're never caught without LF/HF blank tags again.The keyfob contains six independant RFID tags: 3x Low Frequency T5577 (""Universal"" LF Tags) and 3x MIFARE Classic® Compatible 1K UID Modifiable DirectWrite / Gen2 Tags (Android Com"
https://lab401.com/products/rfid-pentester-tag-pack-2023,RFID Pentester Tag Pack 2023,EUR,69.00,"Introduction RFID Pentester Tag Pack is a curated collection of the must-have tags when working with RFID tools. The pack has three different tiers, are optimised to most people's use-cases and price ranges. This tag pack has significant discounts over buying cards individually. This is the updated 2023 version of the "
https://lab401.com/products/chameleon-mini-avrisp-adaptor,Chameleon Mini AVRISP Adaptor,EUR,11.99,"Introduction Bricked your Chameleon Mini Rev E, or want to flash your device in total safety? Chameleon Mini AVRISP Adaptor is the perfect accessory. Designed to be compatible out of the box with our AVRISP mkII programming tool, the Proxmark J-Link adaptor provides a pin-breakout that fit the Chameleon Mini Rev E: Reb"
https://lab401.com/products/hydraflash,HydraFlash,EUR,45.00,"Introduction The HydraFlash is a powerful NAND Flash Programming shield. Typically programming NAND chips is a frustrating process requiring factory programming, superhero soldering skills, or individual shields for each chip. The Hydra Flash solves all of these problems with its innovative clasp unit that requires no "
https://lab401.com/products/flipper-zero,Flipper Zero,EUR,169.00,"The Flipper Zero is the ultimate multi-tool for pentesters, geeks, ethical hackers and hardware hobbyists alike. One pocket-sized device combines multiple tools: RFID Reading, Writing and Emulation, RF / SDR Capture and Replay, Infrared, HID emulation, GPIO, Hardware debugging, 1-Wire, Bluetooth, Wifi and more."
https://lab401.com/products/avrisp-mkii,AVRISP mkII,EUR,34.99,"Introduction The AVRISP mkII is the gold standard in portable programmers for ATMEL 8-bit AVR microcrontrollers. Whether you're designing for the ATMEL microcontrollers, or reflashing existing hardware platforms, AVRISP mkII is a vital tool to have in your toolkit. Need to unbrick your Chameleon Mini RevE: Rebooted dev"
https://lab401.com/products/night-thermal-vision-connected-binoculars,,,,"The LEA products are not available to private individuals, private companies, or Forensic & Data Protection governmental teams.
          
        "
https://lab401.com/products/lea-4,,,,"The LEA products are not available to private individuals, private companies, or Forensic & Data Protection governmental teams.
          
        "
https://lab401.com/products/lea-7,,,,"The LEA products are not available to private individuals, private companies, or Forensic & Data Protection governmental teams.
          
        "
https://lab401.com/products/t5577-low-frequency-blank,T5577 / Low Frequency Blank Blank Tag,EUR,2.50,T5577 / Low Frequency Blank Compatible with the iCopy-X. Supports all low frequency tags. iCopy-X Reference: ID1 Cards are delivered without printing / white.
https://lab401.com/products/iclass-se-seos-compatible,iCLASS® SE/SEOS Compatible Blank Tag,EUR,29.95,"iCLASS® SE/SEOS Compatible Blank Tag. iCopy-X Reference: iCS Compatible with the iCopy-X, and also available in keyfob format. Supports: iCLASS® SE iCLASS® SEOS Please note: These blanks require using the iCopy-X SE/SEOS Decoder - and are one time write.Cards are delivered without printing / white."
https://lab401.com/products/iclass-elite-compatible,iCLASS® Elite Compatible Blank Tag,EUR,29.95,"iCLASS® Elite Compatible Blank Tag: iCopy-X Reference: iCE Compatible with the iCopy-X, and also available in keyfob format. Please note: these tags / fobs are One Time Write.Cards are delivered without printing / white."
https://lab401.com/products/iclass-legacy-compatible,iCLASS® Legacy Compatible Blank Tag,EUR,24.95,"iCLASS® Compatible Blank Tag: iCopy-X Reference: iCL Compatible with the iCopy-X, and also available in keyfob format. Please note: these tags / fobs are One Time Write.Cards are delivered without printing / white."
https://lab401.com/products/mifare-ntag-compatible,MIFARE NTAG® Compatible Blank Tag,EUR,21.95,"NTAG® 21x Compatible Blank Tag Compatible with the iCopy-X. This blank is fully compatible with: NTAG® 213 NTAG® 215 NTAG® 216 The blank is also compatible with: NTAG® 210 NTAG® 212 NTAG® 12C 1K NTAG® 12C 2K NTAG® 12C 1K Plus NTAG® 12C 2K Plus For these chipsets, counter and tearing emulation are not 1:1 with original "
https://lab401.com/products/mifare-ultralight-c-compatible-1,MIFARE Ultralight® EV1 Compatible Blank Tag,EUR,21.95,MIFARE Ultralight® EV1 Compatible Compatible with the iCopy-X. iCopy-X Reference: UL-EV1 Cards are delivered without printing / white.
https://lab401.com/products/mifare-ultralight-c-compatible,MIFARE Ultralight® C Compatible Blank Tag,EUR,21.95,MIFARE Ultralight® C Compatible Compatible with the iCopy-X. iCopy-X Reference: UL-C Cards are delivered without printing / white.
https://lab401.com/products/mifare-ultralight-compatible,MIFARE Ultralight® Compatible Blank Tag,EUR,21.95,MIFARE Ultralight® Compatible Compatible with the iCopy-X. iCopy-X Reference: UL Cards are delivered without printing / white.
https://lab401.com/products/mifare-classic-1k-7-byte-uid-compatible-gen2,MIFARE Classic® 1K 7-Byte UID Compatible (Gen2) Blank Tag,EUR,21.95,"MIFARE Classic® 1K 7-Byte Compatible, Gen2 / Direct Write Compatible with the iCopy-X. iCopy-X Reference: M1-7b Cards are delivered without printing / white."
https://lab401.com/products/icode-compatible,ICODE® Compatible Blank Tag,EUR,21.95,ICODE® Compatible Blank Tag Compatible with the iCopy-X. Suitable for: ICODE® SLI ICODE® SLIX iCopy-X Reference: ICODECards are delivered without printing / white.
https://lab401.com/products/mifare-classic-4k-7-byte-uid-compatible-gen2,MIFARE Classic® 4K 7-Byte UID Compatible (Gen2) Blank Tag,EUR,21.95,"MIFARE Classic® 4K 7-Byte Compatible, Gen2 Compatible with the iCopy-X. iCopy-X Reference: M4-7b Cards are delivered without printing / white."
https://lab401.com/products/mifare-classic-1k-4-byte-compatible-gen2a,MIFARE Classic® 1K 4-Byte Compatible (Gen2a) Blank Tag,EUR,2.95,"MIFARE Classic® 1K 4-Byte Compatible, Gen2a / One Time Write UID Compatible with the iCopy-X. iCopy-X Reference: M1-4b (L3) Cards are delivered without printing / white."
https://lab401.com/products/flipper-zero-screen-protectors,Flipper Zero Screen Protectors,EUR,7.50,"Protect your Flipper Zero's screen from scratches and marks with these screen protectors.Application is quick, and the final result is invisible. Three protectors included in every pack."
https://lab401.com/products/microsd-card-for-flipper-zero,microSD Card for Flipper Zero,EUR,13.00,"Expand the on-board storage of your Flipper Zero up to 32GB. By plugging in a microSD Card, firmware updates, RFID tags, remote-control databases, payloads and scripts can all be stocked without having to juggle for memory like it was 1995. Important note: The Flipper Zero uses the SPI-interface on microSD cards, not t"
https://lab401.com/products/flipper-zero-silicon-case,Flipper Zero Silicone Case,EUR,15.00,"Protect your Flipper Zero from the wear and tear of daily used with this high-quality injection-molded silicone case. Soft-touch but highly resistant, while retaining full access to all ports (GPIO, USB-C, Infrared..). Emblazoned with ""FLIPPER"" in Japanese and Russian, level up your cyber-geek credit while taking care "
https://lab401.com/products/flipper-zero-prototyping-boards,Flipper Zero Prototyping Boards,EUR,9.00,"Develop new hardware modules for your Flipper Zero easily and quickly with the Prototyping Boards pack. Built specifically to plug into the GPIO headers on the Flipper Zero, and directly controllable via the device, these boards allow your to create hot-swappable custom modules for your Flipper Zero. Contains 2x small "
https://lab401.com/products/mifare-classic-4k-4-byte-uid-compatible-gen2,MIFARE Classic® 4K 4-Byte UID Compatible (Gen2) Blank Tag,EUR,21.95,"MIFARE Classic® 4K 4-Byte Compatible, Gen2 / Direct Write Compatible with the iCopy-X. iCopy-X Reference: M4-4b Cards are delivered without printing / white."
https://lab401.com/products/mifare-classic-1k-4-byte-compatible,MIFARE Classic® 1K 4-Byte Compatible (Gen1) Blank Tag,EUR,2.50,"MIFARE Classic® 1K 4-Byte Compatible, Gen1 / Magic Card. Compatible with the iCopy-X. iCopy-X Reference: M1-4b (L1) Cards are delivered without printing / white."
https://lab401.com/products/mifare-classic-1k-4-byte-compatible-gen2,MIFARE Classic® 1K 4-Byte Compatible (Gen2) Blank Tag,EUR,2.50,"MIFARE Classic® 1K 4-Byte Compatible, Gen2 / Direct Write Compatible with the iCopy-X. iCopy-X Reference: M1-4b (L2) Cards are delivered without printing / white."
